@relation '_Users_cagil_work_portuguese-nlp_classification_data_v1_parsed_v3-weka.filters.unsupervised.attribute.StringToWordVector-R1-W50-prune-rate-1.0-C-T-I-N0-L-S-stemmerweka.core.stemmers.NullStemmer-M1-stopwords/Users/cagil/work/portuguese-nlp/classification/stoplistv3.txt-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,1'

@attribute afirmou numeric
@attribute ainda numeric
@attribute ano numeric
@attribute anos numeric
@attribute anterior numeric
@attribute aumento numeric
@attribute bilhões numeric
@attribute brasil numeric
@attribute cerca numeric
@attribute contra numeric
@attribute deve numeric
@attribute disse numeric
@attribute diz numeric
@attribute economia numeric
@attribute empresas numeric
@attribute estado numeric
@attribute federal numeric
@attribute governo numeric
@attribute hoje numeric
@attribute lula numeric
@attribute maior numeric
@attribute menos numeric
@attribute mercado numeric
@attribute mil numeric
@attribute milhões numeric
@attribute ministério numeric
@attribute nacional numeric
@attribute ontem numeric
@attribute parte numeric
@attribute passado numeric
@attribute paulo numeric
@attribute país numeric
@attribute pessoas numeric
@attribute pode numeric
@attribute política numeric
@attribute presidente numeric
@attribute produção numeric
@attribute projeto numeric
@attribute próximo numeric
@attribute pt numeric
@attribute r$ numeric
@attribute região numeric
@attribute rio numeric
@attribute segundo numeric
@attribute ser numeric
@attribute setor numeric
@attribute sobre numeric
@attribute ter numeric
@attribute trabalho numeric
@attribute vai numeric
@attribute agência numeric
@attribute alunos numeric
@attribute após numeric
@attribute ato numeric
@attribute centro numeric
@attribute cidade numeric
@attribute dia numeric
@attribute durante numeric
@attribute estudantes numeric
@attribute fazem numeric
@attribute frente numeric
@attribute funcionários numeric
@attribute greve numeric
@attribute grupo numeric
@attribute local numeric
@attribute manifestantes numeric
@attribute manifestação numeric
@attribute moradores numeric
@attribute movimento numeric
@attribute mst numeric
@attribute policiais numeric
@attribute polícia numeric
@attribute prefeitura numeric
@attribute professores numeric
@attribute protesto numeric
@attribute sindicato numeric
@attribute trabalhadores numeric
@attribute ônibus numeric
@attribute @@class@@ {class_irr,class_rel}

@data
{4 0.194819,11 0.508634,27 0.381539,30 1.013784,38 0.175877,41 1.081233,43 0.328549,44 0.632712,56 0.928535,59 1.489971,63 1.135893,64 1.179918,71 1.643136}
{1 0.792563,3 0.895093,4 0.194819,12 0.786095,21 1.036703,30 0.639626,32 0.812337,33 2.202458,38 0.175877,43 0.328549,44 1.002825,46 1.546674,47 1.88368,71 1.036703}
{4 0.194819,5 1.290565,7 2.205709,11 0.508634,12 1.245931,17 1.641793,21 1.036703,25 1.247498,27 0.381539,31 1.518632,32 0.812337,36 2.613761,38 0.175877,43 0.657097,44 0.632712,46 1.795633,49 1.087834,57 1.039791}
{3 0.895093,4 0.194819,21 1.036703,24 1.214874,27 0.885907,30 0.639626,33 1.745406,38 0.175877,40 0.895093,41 1.081233,42 1.614224,50 1.15026,55 1.724176,56 0.928535,67 1.695327,72 2.204335}
{0 0.977677,4 0.194819,11 0.508634,28 2.648266,30 0.639626,38 0.175877,43 0.762867,46 0.773337,50 1.15026,55 1.087834,64 1.870125}
{12 1.245931,25 1.247498,26 0.95815,27 0.381539,40 0.895093,43 0.328549,44 1.002825,46 0.773337,48 1.210901,49 1.087834,51 2.752055,73 3.596407}
{2 0.807894,3 2.685279,5 1.290565,12 0.786095,15 0.900134,16 0.969241,21 1.643136,23 1.61899,24 2.820849,27 0.381539,28 1.024489,30 1.485167,31 1.518632,32 1.287523,38 0.175877,40 1.418689,42 2.859183,43 0.328549,46 0.773337,48 2.811626,59 1.489971,63 1.135893}
{0 0.977677,1 0.792563,4 0.194819,10 1.191375,30 0.639626,33 1.745406,38 0.175877,41 1.081233,43 0.520737,47 1.492781}
{4 0.194819,7 0.949947,8 1.114645,10 1.191375,15 0.900134,18 0.856032,21 1.643136,30 0.639626,32 1.886188,38 0.175877,41 1.081233,42 3.228447,43 0.520737,44 0.632712,54 1.912973,55 1.724176,57 1.64803,67 1.695327}
{3 1.418689,4 0.194819,12 0.786095,18 0.856032,20 1.018462,30 1.013784,38 0.175877,40 2.685279,48 1.210901,77 1.711447}
{2 0.807894,3 1.790186,7 1.50563,12 0.786095,16 1.938481,18 1.356779,20 1.018462,21 1.643136,23 2.640459,26 1.518632,29 1.239197,31 1.518632,32 1.287523,33 1.101229,39 1.526461,40 0.895093,43 0.328549,44 1.002825,49 1.724176,56 0.928535}
